# UUID: e72cf36f-f9c5-4dee-b11a-951c0e3dc638
# Label: NO LABEL
0, -3753, 555
0, -3629, 558
0, -3505, 560
0, -3380, 562
0, -3250, 563
0, -3125, 566
0, -3001, 567
0, -2877, 570
0, -2753, 572
0, -2629, 573
0, -2504, 575
0, -2380, 576
0, -2249, 580
0, -2125, 582
0, -2001, 579
0, -1877, 586
0, -1753, 587
0, -1628, 589
0, -1504, 591
0, -1380, 590
0, -1248, 592
0, -1124, 593
0, -1000, 594
0, -876, 595
0, -752, 595
0, -627, 597
0, -503, 597
0, -379, 597
0, -248, 599
0, -124, 600
0, 0, 601
0, 125, 596
0, 249, 599
0, 373, 599
0, 498, 600
0, 622, 598
0, 753, 597
0, 877, 598
0, 1001, 598
0, 1126, 596
0, 1250, 596
0, 1374, 595
0, 1499, 596
0, 1623, 594
0, 1754, 593
0, 1878, 593
0, 2004, 593
0, 2128, 591
0, 2252, 590
0, 2376, 589
0, 2501, 587
0, 2625, 587
0, 2753, 587
0, 2878, 584
0, 3003, 583
0, 3127, 582
0, 3252, 580
0, 3376, 579
0, 3500, 578
0, 3625, 578
0, 3753, 576
0, 3877, 575
0, 4001, 572
0, 4125, 572
0, 4250, 571
0, 4374, 571
0, 4498, 569
0, 4623, 567
0, 4753, 567
0, 4878, 565
0, 5003, 565
0, 5128, 561
0, 5252, 561
0, 5376, 559
0, 5500, 558
0, 5625, 557
0, 5753, 556
0, 5877, 556
0, 6001, 554
0, 6126, 555
0, 6250, 553
0, 6374, 553
0, 6499, 551
0, 6623, 549
0, 6754, 550
0, 6878, 548
0, 7004, 547
0, 7128, 549
0, 7252, 547
0, 7376, 551
0, 7501, 547
0, 7625, 546
0, 7753, 546
0, 7877, 545
0, 8003, 544
0, 8127, 538
0, 8252, 544
0, 8376, 545
0, 8500, 545
0, 8624, 538
0, 8755, 545
0, 8880, 545
0, 9004, 545
0, 9128, 545
0, 9252, 545
0, 9377, 545
0, 9501, 543
0, 9625, 544
0, 9753, 545
0, 9878, 544
0, 10003, 544
0, 10128, 543
0, 10252, 543
0, 10376, 545
0, 10500, 545
0, 10625, 545
0, 10755, 545
0, 10880, 546
0, 11004, 546
0, 11128, 546
0, 11253, 546
0, 11377, 546
0, 11501, 545
0, 11626, 545
0, 11756, 544
0, 11881, 546
0, 12005, 544
0, 12129, 546
0, 12254, 545
0, 12378, 545
0, 12502, 545
0, 12626, 545
0, 12755, 545
0, 12879, 545
0, 13004, 545
0, 13129, 546
0, 13253, 545
0, 13377, 544
0, 13502, 544
0, 13626, 542
0, 13757, 542
0, 13881, 542
0, 14005, 542
0, 14130, 541
0, 14254, 540
0, 14378, 530
0, 14502, 539
0, 14627, 539
0, 14755, 539
0, 14880, 537
0, 15004, 537
0, 15128, 537
0, 15253, 535
0, 15377, 535
0, 15501, 534
0, 15626, 533
0, 15756, 532
0, 15881, 531
0, 16005, 531
0, 16129, 531
0, 16254, 528
0, 16378, 526
0, 16502, 526
0, 16626, 525
0, 16757, 526
0, 16881, 525
0, 17006, 525
0, 17130, 523
0, 17254, 523
0, 17379, 521
0, 17503, 523
0, 17627, 521
0, 17755, 522
0, 17880, 521
0, 18004, 521
0, 18128, 520
0, 18252, 522
0, 18377, 522
0, 18501, 524
0, 18625, 523
0, 18756, 525
0, 18880, 525
0, 19005, 526
0, 19129, 526
0, 19253, 526
0, 19378, 527
0, 19502, 528
0, 19626, 527
0, 19757, 530
0, 19881, 529
0, 20006, 530
0, 20130, 531
0, 20254, 531
0, 20378, 532
0, 20503, 533
0, 20627, 535
0, 20758, 535
0, 20882, 536
0, 21006, 535
0, 21131, 534
0, 21255, 536
0, 21379, 537
0, 21503, 537
0, 21628, 537
0, 21758, 537
0, 21883, 537
0, 22007, 538
0, 22131, 537
0, 22256, 537
0, 22380, 531
0, 22504, 536
0, 22629, 537
0, 22757, 535
0, 22881, 535
0, 23005, 534
0, 23130, 527
0, 23254, 533
0, 23378, 534
0, 23502, 533
0, 23627, 532
0, 23757, 532
0, 23882, 531
0, 24006, 529
0, 24130, 529
0, 24255, 528
0, 24379, 529
0, 24503, 529
0, 24627, 527
0, 24758, 528
0, 24883, 525
0, 25007, 526
0, 25131, 521
0, 25255, 523
0, 25380, 521
0, 25504, 521
0, 25628, 519
0, 25759, 520
0, 25883, 518
0, 26008, 516
0, 26132, 516
0, 26256, 515
0, 26381, 513
0, 26505, 511
0, 26629, 512
0, 26760, 509
0, 26884, 509
0, 27008, 507
0, 27133, 506
0, 27257, 506
0, 27381, 503
0, 27506, 503
0, 27630, 503
0, 27758, 502
0, 27882, 501
0, 28007, 492
0, 28131, 500
0, 28255, 498
0, 28380, 497
0, 28504, 498
0, 28628, 498
0, 28759, 496
0, 28883, 496
0, 29007, 495
0, 29132, 495
0, 29256, 495
0, 29380, 496
0, 29505, 497
0, 29629, 497
0, 29760, 496
0, 29884, 498
0, 30008, 497
0, 30133, 494
0, 30257, 496
0, 30381, 496
0, 30505, 497
0, 30630, 497
0, 30761, 499
0, 30885, 499
0, 31010, 499
0, 31134, 499
0, 31258, 500
0, 31383, 500
0, 31507, 501
0, 31631, 501
0, 31759, 501
0, 31884, 501
0, 32008, 500
0, 32132, 502
0, 32256, 503
0, 32381, 503
0, 32505, 505
0, 32629, 504
0, 32760, 504
0, 32884, 504
0, 33009, 506
0, 33133, 503
0, 33257, 505
0, 33382, 507
0, 33506, 507
0, 33630, 506
1, -3712, 473
1, -3587, 473
1, -3463, 473
1, -3332, 472
1, -3208, 473
1, -3084, 471
1, -2960, 470
1, -2836, 469
1, -2711, 470
1, -2587, 470
1, -2463, 469
1, -2332, 470
1, -2208, 469
